seed,learning_rate,dropout,d_main,num_blocks,val_rmse_scaled,val_mae_scaled,val_rmse_raw,val_mae_raw,test_rmse_scaled,test_mae_scaled,test_rmse_raw,test_mae_raw
860.0,0.0001,0.0,64.0,3.0,0.37020760774612427,0.30459240078926086,5.345513820648193,4.398080348968506,0.37587863206863403,0.30465617775917053,5.427399158477783,4.399001598358154
861.0,0.0001,0.0,64.0,3.0,0.5760824084281921,0.3546283543109894,8.04372501373291,4.951606750488281,0.37513819336891174,0.29660341143608093,5.23798131942749,4.141415119171143
862.0,0.0001,0.0,64.0,3.0,0.6488741636276245,0.4198776185512543,8.368329048156738,5.415031433105469,1.1980321407318115,0.5070551633834839,15.450650215148926,6.539333343505859
863.0,0.0001,0.0,64.0,3.0,0.5158423185348511,0.3820244371891022,6.467450141906738,4.789688587188721,0.6544057726860046,0.4466804563999176,8.204710006713867,5.60032320022583
864.0,0.0001,0.0,64.0,3.0,0.5108909606933594,0.40508532524108887,7.1046013832092285,5.633237361907959,0.520419716835022,0.3572917878627777,7.237112522125244,4.968606472015381
865.0,0.0001,0.0,64.0,3.0,1.3922652006149292,0.519737184047699,18.096622467041016,6.755528926849365,0.3833104968070984,0.29235994815826416,4.982258319854736,3.80008602142334
866.0,0.0001,0.0,64.0,3.0,0.3744938373565674,0.2879970669746399,4.934202194213867,3.7945501804351807,0.47776153683662415,0.35383495688438416,6.294821739196777,4.662007808685303
867.0,0.0001,0.0,64.0,3.0,0.40796202421188354,0.29594263434410095,4.885018348693848,3.5436761379241943,2.106255531311035,0.7662121653556824,25.220718383789062,9.174776077270508
868.0,0.0001,0.0,64.0,3.0,0.5059478878974915,0.35977423191070557,6.9883294105529785,4.969327449798584,0.5942098498344421,0.4196346700191498,8.207435607910156,5.796141147613525
869.0,0.0001,0.0,64.0,3.0,0.5972165465354919,0.423473596572876,8.040183067321777,5.7011237144470215,0.460396945476532,0.34570422768592834,6.198213577270508,4.654132843017578
870.0,0.0001,0.0,64.0,3.0,0.5489693284034729,0.3921757638454437,7.371525287628174,5.266110897064209,1.071435570716858,0.4895196855068207,14.38716983795166,6.573238849639893
871.0,0.0001,0.0,64.0,3.0,0.5141981840133667,0.36406269669532776,7.203166961669922,5.099987506866455,0.4753897488117218,0.3512819707393646,6.659517288208008,4.920948028564453
872.0,0.0001,0.0,64.0,3.0,0.5376800894737244,0.37061476707458496,7.026895999908447,4.843533992767334,1.1524969339370728,0.4751874506473541,15.061887741088867,6.210186004638672
873.0,0.0001,0.0,64.0,3.0,0.5734743475914001,0.39731016755104065,7.756000518798828,5.373453140258789,0.4531764090061188,0.3166455924510956,6.129021167755127,4.282498836517334
874.0,0.0001,0.0,64.0,3.0,0.4318118691444397,0.3040197789669037,6.2093048095703125,4.37169885635376,0.4065939486026764,0.28077295422554016,5.8466796875,4.037417888641357
875.0,0.0001,0.0,64.0,3.0,0.41751575469970703,0.3420485258102417,5.7623610496521,4.720797061920166,0.6043684482574463,0.4216560423374176,8.341215133666992,5.8195037841796875
876.0,0.0001,0.0,64.0,3.0,0.4020482897758484,0.2985576093196869,5.393980503082275,4.005523681640625,0.7137231826782227,0.4460565149784088,9.57548999786377,5.984405994415283
877.0,0.0001,0.0,64.0,3.0,0.41901645064353943,0.333251953125,5.589457035064697,4.445404052734375,0.8842172026634216,0.45408228039741516,11.794988632202148,6.057216644287109
878.0,0.0001,0.0,64.0,3.0,0.6397947669029236,0.4162834584712982,8.722509384155273,5.675314426422119,0.47741326689720154,0.3668455183506012,6.50871467590332,5.001312732696533
879.0,0.0001,0.0,64.0,3.0,1.1205071210861206,0.46939364075660706,14.142356872558594,5.924400329589844,0.6542946696281433,0.4579051434993744,8.25810718536377,5.779398441314697
880.0,0.0001,0.0,64.0,3.0,0.35313382744789124,0.2707885205745697,4.916698455810547,3.770200490951538,0.5389398336410522,0.400722861289978,7.503683567047119,5.579282283782959
881.0,0.0001,0.0,64.0,3.0,0.5745556950569153,0.46412110328674316,8.109467506408691,6.550756931304932,0.5718716979026794,0.3740623891353607,8.07158374786377,5.279638290405273
882.0,0.0001,0.0,64.0,3.0,0.4505316913127899,0.3498495817184448,6.08574914932251,4.725741863250732,0.3883186876773834,0.30779632925987244,5.24537992477417,4.157690048217773
883.0,0.0001,0.0,64.0,3.0,0.6408204436302185,0.43288055062294006,8.415860176086426,5.684997081756592,0.4853220582008362,0.3684101104736328,6.3737077713012695,4.8383097648620605
884.0,0.0001,0.0,64.0,3.0,0.44382259249687195,0.2920762300491333,6.175971984863281,4.06436014175415,0.5904948711395264,0.4365001618862152,8.2169771194458,6.074077606201172
885.0,0.0001,0.0,64.0,3.0,0.5899991393089294,0.4239409863948822,7.4728312492370605,5.369566440582275,1.4544297456741333,0.5549513697624207,18.421566009521484,7.0289225578308105
886.0,0.0001,0.0,64.0,3.0,0.8864941000938416,0.4754895269870758,11.931866645812988,6.399904251098633,0.4856942892074585,0.36759504675865173,6.537256240844727,4.947686195373535
887.0,0.0001,0.0,64.0,3.0,1.1788883209228516,0.4801207482814789,15.84472370147705,6.4530110359191895,0.41479599475860596,0.30788925290107727,5.575021743774414,4.138153076171875
888.0,0.0001,0.0,64.0,3.0,0.4823130965232849,0.33444538712501526,6.606785297393799,4.581274509429932,0.54356449842453,0.42779311537742615,7.445814609527588,5.859963893890381
889.0,0.0001,0.0,64.0,3.0,0.5453583598136902,0.3715442717075348,7.612908363342285,5.186557292938232,0.477514386177063,0.36058712005615234,6.665843486785889,5.033601760864258
860.0,0.0001,0.0,128.0,2.0,0.40100815892219543,0.31102120876312256,5.790249347686768,4.490907669067383,0.40371719002723694,0.3089747726917267,5.829366683959961,4.461359024047852
861.0,0.0001,0.0,128.0,2.0,0.5788711309432983,0.3643991947174072,8.082664489746094,5.0880351066589355,0.38458049297332764,0.3020861744880676,5.3698225021362305,4.21796989440918
862.0,0.0001,0.0,128.0,2.0,0.656991720199585,0.431886225938797,8.473018646240234,5.569902420043945,0.7138102650642395,0.4308513402938843,9.205788612365723,5.556556224822998
863.0,0.0001,0.0,128.0,2.0,0.47903022170066833,0.35209009051322937,6.005912780761719,4.414382457733154,0.750678300857544,0.4604574143886566,9.41174030303955,5.7730536460876465
864.0,0.0001,0.0,128.0,2.0,0.4889496862888336,0.3747040331363678,6.799479961395264,5.2107462882995605,0.47431308031082153,0.3517437279224396,6.595939636230469,4.891453266143799
865.0,0.0001,0.0,128.0,2.0,1.2466791868209839,0.5245606899261475,16.20429801940918,6.8182244300842285,0.40646058320999146,0.30729785561561584,5.283163070678711,3.994248390197754
866.0,0.0001,0.0,128.0,2.0,0.39826080203056335,0.3115104138851166,5.247346878051758,4.104354381561279,0.48421573638916016,0.354574054479599,6.379859924316406,4.671745300292969
867.0,0.0001,0.0,128.0,2.0,0.36440956592559814,0.2550366222858429,4.3635125160217285,3.053858995437622,1.3409979343414307,0.6443830132484436,16.057373046875,7.715969562530518
868.0,0.0001,0.0,128.0,2.0,0.48986732959747314,0.372396856546402,6.766219139099121,5.143675804138184,0.5709601640701294,0.39051759243011475,7.8863019943237305,5.393965244293213
869.0,0.0001,0.0,128.0,2.0,0.5230005383491516,0.3693017065525055,7.041031360626221,4.971821308135986,0.4226017892360687,0.3263036012649536,5.68938684463501,4.392947196960449
870.0,0.0001,0.0,128.0,2.0,0.5507310628890991,0.4080876410007477,7.395182132720947,5.4797749519348145,0.7702410221099854,0.4156471788883209,10.342747688293457,5.581284999847412
871.0,0.0001,0.0,128.0,2.0,0.5277895331382751,0.3609578609466553,7.393562316894531,5.056494235992432,0.43827390670776367,0.3279750347137451,6.139578342437744,4.594452381134033
872.0,0.0001,0.0,128.0,2.0,0.5753321647644043,0.4049534797668457,7.518968105316162,5.292304039001465,0.9863290190696716,0.4324510991573334,12.890254020690918,5.651668071746826
873.0,0.0001,0.0,128.0,2.0,0.5999252796173096,0.4033316671848297,8.113739013671875,5.454891204833984,0.4989870488643646,0.3620125353336334,6.748590469360352,4.896068096160889
874.0,0.0001,0.0,128.0,2.0,0.4655262529850006,0.34453272819519043,6.69410514831543,4.954261302947998,0.4047280251979828,0.28523677587509155,5.819848537445068,4.1016058921813965
875.0,0.0001,0.0,128.0,2.0,0.442914754152298,0.35987019538879395,6.112906455993652,4.966763496398926,0.6478591561317444,0.4240161180496216,8.941455841064453,5.852075576782227
876.0,0.0001,0.0,128.0,2.0,0.4057801067829132,0.3109864294528961,5.444047451019287,4.172272205352783,0.7740960121154785,0.4911097586154938,10.385465621948242,6.5888519287109375
877.0,0.0001,0.0,128.0,2.0,0.37990355491638184,0.28468582034111023,5.06771183013916,3.7975571155548096,0.6137111186981201,0.4049459993839264,8.186579704284668,5.401764392852783
878.0,0.0001,0.0,128.0,2.0,0.6337277293205261,0.41013243794441223,8.639796257019043,5.591455936431885,0.488182932138443,0.3645201027393341,6.65554141998291,4.96960973739624
879.0,0.0001,0.0,128.0,2.0,0.9227428436279297,0.45444512367248535,11.646296501159668,5.735728740692139,0.6145810484886169,0.45060768723487854,7.756865978240967,5.6872944831848145
880.0,0.0001,0.0,128.0,2.0,0.3349369764328003,0.2525811493396759,4.663342475891113,3.5166988372802734,0.5275567770004272,0.40114888548851013,7.345196723937988,5.585214138031006
881.0,0.0001,0.0,128.0,2.0,0.5081319212913513,0.4074142873287201,7.171939849853516,5.750377655029297,0.6064419746398926,0.3741069734096527,8.55951976776123,5.280267238616943
882.0,0.0001,0.0,128.0,2.0,0.43869224190711975,0.3349032402038574,5.9258222579956055,4.523848056793213,0.4241586923599243,0.3233744502067566,5.729504585266113,4.3681182861328125
883.0,0.0001,0.0,128.0,2.0,0.6348338723182678,0.45992931723594666,8.337239265441895,6.040226459503174,0.49839651584625244,0.3519984185695648,6.545414447784424,4.622776031494141
884.0,0.0001,0.0,128.0,2.0,0.46492844820022583,0.2934511601924896,6.469667911529541,4.083492279052734,0.6220423579216003,0.41494956612586975,8.655972480773926,5.774191379547119
885.0,0.0001,0.0,128.0,2.0,0.5955733060836792,0.4116872549057007,7.54343318939209,5.214361667633057,1.0452643632888794,0.45800337195396423,13.239144325256348,5.800994873046875
886.0,0.0001,0.0,128.0,2.0,0.5660653710365295,0.3931010663509369,7.619019508361816,5.290987491607666,0.5337553024291992,0.4052340090274811,7.184138774871826,5.454291820526123
