,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,epochs,val_rmse,val_mae,rmse,mae
0,70,3,MTransferTreeBoost,0.075,1,1,0.01,0.5,1000,1.476097272357311,1.1532001065888369,1.4957471750869724,1.164918810197631
1,70,3,MTransferTreeBoost,0.075,1,1,0.01,0.9,1000,1.4452686691909866,1.1241458565674234,1.4592645164129623,1.1326880015101033
2,70,3,MTransferTreeBoost,0.075,1,1,0.05,0.5,1000,2.593004013397845,2.063518964685595,2.6405006027768203,2.1134151157631935
3,70,3,MTransferTreeBoost,0.075,1,1,0.05,0.9,1000,2.565511420484119,2.0430863842082845,2.6124332504572214,2.0869387420663856
4,70,3,MTransferTreeBoost,0.075,1,2,0.01,0.5,1000,1.1737234855462753,0.9082358093708587,1.2007008962188064,0.9383188892211153
5,70,3,MTransferTreeBoost,0.075,1,2,0.01,0.9,1000,1.2050686645192425,0.9277412942464516,1.2125535820285684,0.9394847243583798
6,70,3,MTransferTreeBoost,0.075,1,2,0.05,0.5,1000,1.242281144298609,0.9533892501531203,1.270959371298439,0.9877099766221428
7,70,3,MTransferTreeBoost,0.075,1,2,0.05,0.9,1000,1.2065714915566088,0.9336892514229677,1.2320009955003566,0.962747241669035
8,70,3,MTransferTreeBoost,0.075,2,1,0.01,0.5,1000,1.283840398134709,0.9954112499548462,1.2666068483528756,0.9855558613538816
9,70,3,MTransferTreeBoost,0.075,2,1,0.01,0.9,1000,1.0869696431376215,0.8504033369259004,1.067753742364846,0.8344323587329378
10,70,3,MTransferTreeBoost,0.075,2,1,0.05,0.5,1000,2.931636418612942,2.3233038794952035,2.9760145590442066,2.3765360346363087
11,70,3,MTransferTreeBoost,0.075,2,1,0.05,0.9,1000,2.913529735936548,2.3091537689084127,2.9576613378309444,2.3653933800085323
12,70,3,MTransferTreeBoost,0.075,2,2,0.01,0.5,1000,1.2238962570254952,0.9410884153403672,1.255574588924656,0.986503640744854
13,70,3,MTransferTreeBoost,0.075,2,2,0.01,0.9,1000,1.2623422175625314,0.9575268414645349,1.2969468165090043,1.006363660881384
