,seed,learning_rate,dropout,val_rmse,val_mae,rmse,mae
0,860.0,0.001,0.0,6.5796003341674805,5.7690253257751465,6.997802734375,6.358245372772217
1,860.0,0.001,0.1,7.214158058166504,6.568882942199707,8.258735656738281,7.378183841705322
2,860.0,0.001,0.2,8.599183082580566,8.092915534973145,9.562016487121582,8.759594917297363
3,860.0,0.0005,0.0,5.354422092437744,4.230130195617676,8.217752456665039,6.481661319732666
4,860.0,0.0005,0.1,8.818014144897461,8.06489372253418,10.09006118774414,9.09977912902832
5,860.0,0.0005,0.2,9.027228355407715,6.284400463104248,9.181647300720215,6.4853925704956055
6,860.0,0.0001,0.0,5.94271183013916,4.907416343688965,7.570775032043457,5.724615573883057
7,860.0,0.0001,0.1,8.92357349395752,7.596188545227051,8.581729888916016,7.031085014343262
8,860.0,0.0001,0.2,8.708916664123535,6.4232306480407715,8.761427879333496,6.142711162567139
9,860.0,5e-05,0.0,12.56875228881836,11.303524017333984,11.72707748413086,10.600723266601562
10,860.0,5e-05,0.1,15.393556594848633,13.579432487487793,14.330551147460938,12.714568138122559
11,860.0,5e-05,0.2,7.981796741485596,6.075931549072266,8.07207202911377,5.617666721343994
12,860.0,1e-05,0.0,11.854456901550293,10.606435775756836,11.116249084472656,10.009552955627441
13,860.0,1e-05,0.1,11.548481941223145,10.468904495239258,10.877378463745117,9.877676010131836
14,860.0,1e-05,0.2,9.114996910095215,7.6786041259765625,8.900577545166016,7.2172040939331055
15,861.0,0.001,0.0,12.716253280639648,11.186458587646484,11.899727821350098,11.083977699279785
16,861.0,0.001,0.1,5.319291591644287,4.330347537994385,4.699999809265137,3.2951197624206543
17,861.0,0.001,0.2,10.125255584716797,8.409280776977539,9.492425918579102,8.033929824829102
18,861.0,0.0005,0.0,4.623489856719971,3.8077290058135986,3.8693697452545166,3.225121021270752
19,861.0,0.0005,0.1,11.833786010742188,10.689374923706055,11.481595993041992,10.562089920043945
20,861.0,0.0005,0.2,9.398519515991211,6.8442182540893555,8.3554105758667,5.307559967041016
21,861.0,0.0001,0.0,14.163731575012207,12.874829292297363,13.82339859008789,12.976652145385742
22,861.0,0.0001,0.1,9.70798397064209,8.20591926574707,9.0885648727417,7.810741424560547
23,861.0,0.0001,0.2,10.293638229370117,8.577856063842773,9.668347358703613,8.260819435119629
24,861.0,5e-05,0.0,13.647398948669434,12.400827407836914,13.246770858764648,12.399049758911133
25,861.0,5e-05,0.1,15.949845314025879,14.634991645812988,16.04202651977539,15.162345886230469
26,861.0,5e-05,0.2,13.033808708190918,11.708995819091797,12.541699409484863,11.569570541381836
27,861.0,1e-05,0.0,13.923250198364258,12.61837387084961,13.480124473571777,12.552850723266602
28,861.0,1e-05,0.1,12.682680130004883,11.516736030578613,12.372492790222168,11.542872428894043
29,861.0,1e-05,0.2,12.488851547241211,11.163820266723633,12.13683795928955,11.162187576293945
30,862.0,0.001,0.0,5.486541748046875,4.611652374267578,6.343374252319336,4.855717658996582
31,862.0,0.001,0.1,7.326326370239258,6.736100196838379,7.122300624847412,6.314772605895996
32,862.0,0.001,0.2,9.630788803100586,6.438423156738281,9.096632957458496,6.137565612792969
33,862.0,0.0005,0.0,10.631047248840332,9.321417808532715,10.506857872009277,8.875450134277344
34,862.0,0.0005,0.1,9.663622856140137,8.286596298217773,9.314155578613281,7.650430202484131
35,862.0,0.0005,0.2,9.250616073608398,7.037415981292725,8.774989128112793,6.585822105407715
36,862.0,0.0001,0.0,14.859601974487305,13.63922119140625,14.511007308959961,13.109417915344238
37,862.0,0.0001,0.1,9.588628768920898,8.189071655273438,9.170644760131836,7.488437652587891
38,862.0,0.0001,0.2,9.301989555358887,7.363146781921387,8.708026885986328,6.579294681549072
39,862.0,5e-05,0.0,12.74195671081543,11.266714096069336,12.794507026672363,11.084601402282715
40,862.0,5e-05,0.1,16.37771987915039,14.693326950073242,16.241077423095703,14.492292404174805
41,862.0,5e-05,0.2,9.292057037353516,6.441033840179443,8.767082214355469,6.300329208374023
42,862.0,1e-05,0.0,14.985143661499023,14.213569641113281,14.174031257629395,12.998779296875
43,862.0,1e-05,0.1,10.758699417114258,9.567907333374023,10.405024528503418,8.842039108276367
44,862.0,1e-05,0.2,11.518805503845215,10.325654029846191,10.838501930236816,9.292559623718262
45,863.0,0.001,0.0,11.79918384552002,10.346678733825684,14.451640129089355,13.472091674804688
46,863.0,0.001,0.1,10.579891204833984,9.573416709899902,11.54511833190918,10.615325927734375
47,863.0,0.001,0.2,8.153904914855957,6.01569938659668,7.330996513366699,5.904760837554932
48,863.0,0.0005,0.0,12.363088607788086,11.526399612426758,14.332152366638184,13.239706039428711
49,863.0,0.0005,0.1,10.056610107421875,8.875252723693848,10.484713554382324,9.473014831542969
50,863.0,0.0005,0.2,7.9595184326171875,5.460619926452637,6.894921779632568,5.41445255279541
51,863.0,0.0001,0.0,8.600934982299805,7.223340034484863,10.061128616333008,8.870532035827637
52,863.0,0.0001,0.1,10.835758209228516,9.790443420410156,11.43183422088623,10.506400108337402
53,863.0,0.0001,0.2,13.128631591796875,12.378543853759766,14.296187400817871,13.46491527557373
54,863.0,5e-05,0.0,17.75393295288086,16.785493850708008,19.372268676757812,18.327957153320312
55,863.0,5e-05,0.1,14.176536560058594,13.371217727661133,15.7210693359375,14.797839164733887
56,863.0,5e-05,0.2,19.473121643066406,18.322919845581055,21.709566116333008,20.44266128540039
