,seed,target_column,target_instances,method,v,source_tree_size,target_tree_size,k,m_0,val_rmse,val_mae,rmse,mae
0,3,Dgv,95,LSTransferTreeBoost,0.05,1,1,0.01,0.5,7.501731510072979,5.346100234460791,7.14543059406645,5.34898629532035
0,3,Dgv,95,LSTransferTreeBoost,0.05,1,1,0.01,0.9,7.52207601207868,5.356361651045692,7.189159289997093,5.337146270811563
0,3,Dgv,95,LSTransferTreeBoost,0.05,1,1,0.05,0.5,7.753766937876256,5.392805842267553,7.370100505284936,5.455104341416985
0,3,Dgv,95,LSTransferTreeBoost,0.05,1,1,0.05,0.9,7.5743664766023855,5.3587643058318335,7.2146045150490306,5.378607245678466
0,3,Dgv,95,LSTransferTreeBoost,0.05,1,2,0.01,0.5,7.582038845608447,5.41561468515455,7.196102831521593,5.410461264207952
0,3,Dgv,95,LSTransferTreeBoost,0.05,1,2,0.01,0.9,7.566153130190361,5.420854700146452,7.197634641419572,5.407824582761212
0,3,Dgv,95,LSTransferTreeBoost,0.05,1,2,0.05,0.5,7.687341255045936,5.398782778076072,7.280919581803656,5.439706901049392
0,3,Dgv,95,LSTransferTreeBoost,0.05,1,2,0.05,0.9,7.606075910839785,5.356870597603681,7.195281460612467,5.367470312670371
0,3,Dgv,95,LSTransferTreeBoost,0.05,2,1,0.01,0.5,7.6410425217944775,5.470717194040004,7.297521909164176,5.461280178126541
0,3,Dgv,95,LSTransferTreeBoost,0.05,2,1,0.01,0.9,7.703515126925216,5.458631161836606,7.334114833044674,5.410209379884346
0,3,Dgv,95,LSTransferTreeBoost,0.05,2,1,0.05,0.5,7.616573378382442,5.395216180681373,7.240159287233164,5.423634092746561
0,3,Dgv,95,LSTransferTreeBoost,0.05,2,1,0.05,0.9,7.568442599227914,5.370119855818084,7.207666578066823,5.383817719560834
0,3,Dgv,95,LSTransferTreeBoost,0.05,2,2,0.01,0.5,7.701911934128145,5.538177637770502,7.293750201649852,5.486069336567079
0,3,Dgv,95,LSTransferTreeBoost,0.05,2,2,0.01,0.9,8.105671002675379,5.744775007841915,7.660227552034077,5.628157075745847
0,3,Dgv,95,LSTransferTreeBoost,0.05,2,2,0.05,0.5,7.722149677597157,5.437929184564453,7.280033200781558,5.437753888306248
0,3,Dgv,95,LSTransferTreeBoost,0.05,2,2,0.05,0.9,7.653032297209547,5.44753606342997,7.265360608699957,5.439188505327356
0,3,Dgv,95,LSTransferTreeBoost,0.1,1,1,0.01,0.5,7.513325963905848,5.358095206006846,7.16468664097392,5.353024965232904
0,3,Dgv,95,LSTransferTreeBoost,0.1,1,1,0.01,0.9,7.549430136070324,5.415764489794666,7.207792563838843,5.358881590796214
0,3,Dgv,95,LSTransferTreeBoost,0.1,1,1,0.05,0.5,7.539393467294208,5.3247813999703855,7.161656880035154,5.3397079005810975
0,3,Dgv,95,LSTransferTreeBoost,0.1,1,1,0.05,0.9,7.497590498633087,5.341503679990352,7.135949132853144,5.335287508624703
0,3,Dgv,95,LSTransferTreeBoost,0.1,1,2,0.01,0.5,7.582905142634722,5.41745051427201,7.195338545403935,5.418332007915472
0,3,Dgv,95,LSTransferTreeBoost,0.1,1,2,0.01,0.9,7.672229590436973,5.557144348721285,7.364693226427235,5.5481724192962965
0,3,Dgv,95,LSTransferTreeBoost,0.1,1,2,0.05,0.5,7.60805874949955,5.37849571901282,7.190479489844367,5.390672200948274
0,3,Dgv,95,LSTransferTreeBoost,0.1,1,2,0.05,0.9,7.581707582208955,5.408438961485628,7.218812179985877,5.415711071566485
0,3,Dgv,95,LSTransferTreeBoost,0.1,2,1,0.01,0.5,7.6753752392959225,5.477085149661787,7.3249997811628385,5.44394593558595
0,3,Dgv,95,LSTransferTreeBoost,0.1,2,1,0.01,0.9,8.400828670356702,5.797193827861273,8.229116395998723,5.877874367663062
0,3,Dgv,95,LSTransferTreeBoost,0.1,2,1,0.05,0.5,7.605339795391138,5.450815081890945,7.227012162829633,5.44777581543648
0,3,Dgv,95,LSTransferTreeBoost,0.1,2,1,0.05,0.9,7.559292111705552,5.444014896401585,7.208002463090607,5.410988653849018
0,3,Dgv,95,LSTransferTreeBoost,0.1,2,2,0.01,0.5,7.81419137979921,5.631186189057941,7.418807255263517,5.575034271784218
0,3,Dgv,95,LSTransferTreeBoost,0.1,2,2,0.01,0.9,8.063279851953357,5.731125154297405,7.614895321991747,5.600442076859115
0,3,Dgv,95,LSTransferTreeBoost,0.1,2,2,0.05,0.5,7.653682501959726,5.4868648642618805,7.2859455482918305,5.507255655806789
0,3,Dgv,95,LSTransferTreeBoost,0.1,2,2,0.05,0.9,7.716649936342127,5.532938459472912,7.308554649693392,5.463364591035753
0,3,Dgv,190,LSTransferTreeBoost,0.05,1,1,0.01,0.5,6.870029659995779,4.870780396534423,6.312143066456247,4.67250308816246
