,seed,target_column,target_instances,method,v,source_tree_size,target_tree_size,k,m_0,val_rmse,val_mae,rmse,mae
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.4568510820162293,1.8557449070175172,2.618951327203324,1.9724757678086797
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.01,0.9,2.387696813187641,1.811330207533691,2.5288426171721077,1.9101139714262292
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.05,0.5,3.431364742694701,2.6953064054608724,3.8023542885079893,3.0768926743142373
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.05,0.9,3.199928966687203,2.4545965042836997,3.53816556025318,2.812768397904677
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.01,0.5,2.4806654522582123,1.8676325039358512,2.6763960622787155,2.0221474369889094
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.01,0.9,2.40485376038163,1.8259015580463782,2.5415066705291562,1.9112951810720327
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.05,0.5,3.526691385274794,2.7658644484521977,3.786235956734117,3.0547768183459274
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.05,0.9,3.1982942104656207,2.460222671692662,3.4334293681250254,2.716174335006328
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.329710338522156,1.7415833029618228,2.458544632061229,1.8341050898201574
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.01,0.9,2.272745704672586,1.680624782682437,2.419279599234644,1.790616354524461
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.05,0.5,4.146564292431836,3.3694186959086543,4.536252212767983,3.682130350990997
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.05,0.9,3.213505160913061,2.4854348034890035,3.56515174320021,2.818395074279525
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.01,0.5,2.352877398086871,1.776621590793456,2.5102985746207196,1.8803077937013355
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.01,0.9,2.303850823722105,1.730291350346813,2.4422766144742027,1.829551357104488
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.05,0.5,3.827240970863881,3.1211988437567735,4.098994875446697,3.382530012804333
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.05,0.9,3.1205711239465095,2.451862990286392,3.3731600747818113,2.697441867587792
