,seed,target_column,target_instances,method,v,target_tree_size,val_rmse,val_mae,rmse,mae
0,1,Dgv,95,xgboost,0.01,1,8.094948575101906,5.843219972749486,6.924257035401322,5.0842383305369605
1,1,Dgv,95,xgboost_naive_transfer,0.01,1,7.819488868610653,6.0005179593340685,7.0046547612040095,5.498322254098512
2,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.01,1,7.819488868610653,6.0005179593340685,7.0046547612040095,5.498322254098512
3,1,Dgv,95,xgboost,0.01,2,8.146961334797824,5.9196308763193874,6.988442669936015,5.187919044638527
4,1,Dgv,95,xgboost_naive_transfer,0.01,2,7.792671818678545,5.972379889510883,6.986213095152455,5.474732689818109
5,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.01,2,7.792671818678545,5.972379889510883,6.986213095152455,5.474732689818109
6,1,Dgv,95,xgboost,0.01,3,8.056801877623094,5.787879791523962,6.945729478694564,5.171872879869763
7,1,Dgv,95,xgboost_naive_transfer,0.01,3,7.756660604489155,5.890121354290445,6.923262587022058,5.420817744192211
8,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.01,3,7.74060559385105,5.863645565310558,6.893309681947364,5.382495331557189
9,1,Dgv,95,xgboost,0.01,4,8.22500606584876,5.815333793433881,6.794160702332284,4.999659226983592
10,1,Dgv,95,xgboost_naive_transfer,0.01,4,7.744291844728743,5.875967072233934,6.905139489989904,5.424874256789863
11,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.01,4,7.556009388229016,5.518284870052841,6.554957969576904,4.978573952393596
12,1,Dgv,95,xgboost,0.02,1,8.050113801459354,5.754462428630074,6.851102535495115,5.012851033797647
13,1,Dgv,95,xgboost_naive_transfer,0.02,1,7.815401392068171,5.99017608528061,6.998243059810194,5.491118576947732
14,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.02,1,7.815401392068171,5.99017608528061,6.998243059810194,5.491118576947732
15,1,Dgv,95,xgboost,0.02,2,8.14716917343748,5.903894856590146,6.983152927491424,5.18630825881905
16,1,Dgv,95,xgboost_naive_transfer,0.02,2,7.795548197094162,5.969591309127498,6.9848041339877005,5.467302213108194
17,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.02,2,7.795548197094162,5.969591309127498,6.9848041339877005,5.467302213108194
18,1,Dgv,95,xgboost,0.02,3,8.07666362370954,5.796242501989796,6.934403016430492,5.158092715220679
19,1,Dgv,95,xgboost_naive_transfer,0.02,3,7.761568027814688,5.891387186421094,6.921944524129665,5.414466193706058
20,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.02,3,7.703741972289157,5.751432468815478,6.803244321212913,5.234933745556619
21,1,Dgv,95,xgboost,0.02,4,8.233372464516393,5.7834510880792545,6.780672524852602,4.9870140101515625
22,1,Dgv,95,xgboost_naive_transfer,0.02,4,7.748268360894925,5.874233628857115,6.899824586951502,5.414592731678885
23,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.02,4,7.528228797027464,5.408176572770833,6.4635232067771495,4.836400707987668
24,1,Dgv,95,xgboost,0.05,1,8.027256839314887,5.674727273694646,6.754679804040122,4.935622214224194
25,1,Dgv,95,xgboost_naive_transfer,0.05,1,7.809574121125581,5.968348532021708,6.984441294615037,5.470887113753301
26,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.05,1,7.809574121125581,5.968348532021708,6.984441294615037,5.470887113753301
27,1,Dgv,95,xgboost,0.05,2,8.120976602443205,5.787417057236795,6.949792112118477,5.128529814598629
28,1,Dgv,95,xgboost_naive_transfer,0.05,2,7.805746054211911,5.969350031472368,6.977782774887232,5.457050608243946
29,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.05,2,7.805746054211911,5.969350031472368,6.977782774887232,5.457050608243946
30,1,Dgv,95,xgboost,0.05,3,8.070396334717701,5.769888100354373,6.936016017840787,5.14502086195779
31,1,Dgv,95,xgboost_naive_transfer,0.05,3,7.785721093425481,5.894988253745295,6.93465913853634,5.406230190604192
32,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.05,3,7.44307335771456,5.277294499868279,6.363490851057075,4.702457074616156
33,1,Dgv,95,xgboost,0.05,4,8.185695305946195,5.7491512036570604,6.771348540593483,5.01042011576614
34,1,Dgv,95,xgboost_naive_transfer,0.05,4,7.7730266268218715,5.871049388288792,6.9104541319431885,5.4116349997032085
35,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.05,4,7.5522467590487485,5.401869231728151,6.422784278358716,4.804974133551127
36,1,Dgv,95,xgboost,0.1,1,8.11809495876031,5.874747284648072,6.948904935014095,5.105273828038482
37,1,Dgv,95,xgboost_naive_transfer,0.1,1,7.813859369284844,5.975778508332715,6.996767382412472,5.481587756622207
38,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.1,1,7.813859369284844,5.975778508332715,6.996767382412472,5.481587756622207
39,1,Dgv,95,xgboost,0.1,2,8.117213561705988,5.731863033795818,6.804682092911154,5.0483438822543105
40,1,Dgv,95,xgboost_naive_transfer,0.1,2,7.811450042582056,5.960790407249022,6.969420814072555,5.438086187461119
41,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.1,2,7.811450042582056,5.960790407249022,6.969420814072555,5.438086187461119
42,1,Dgv,95,xgboost,0.1,3,8.133043870808553,5.776693971536674,6.913996954787789,5.128901817300619
43,1,Dgv,95,xgboost_naive_transfer,0.1,3,7.853473788506355,5.921583942927816,6.95763468256829,5.4047179602339
44,1,Dgv,95,xgboost_naive_transfer_with_dummy,0.1,3,7.3964795735073805,5.1126507110960215,6.249297334902784,4.5316311884909295
